GEOID,NAME,male,medage,pop,black,asian,pacific,latino,commute_hr1,commute_hr2,medrent,medincome
49826,ZCTA5 49826,97,62.5,186,0,0,0,0,0,0,NA,51705
49839,ZCTA5 49839,184,65.3,364,0,3,0,0,7,0,586,26806
49852,ZCTA5 49852,62,43.8,107,0,0,0,0,0,0,588,41250
49854,ZCTA5 49854,3039,52.1,6194,30,26,0,65,87,55,630,39240
49864,ZCTA5 49864,30,49.7,70,0,0,0,0,2,0,NA,28393
49870,ZCTA5 49870,1669,50.8,3319,2,35,0,52,18,23,821,48974
49885,ZCTA5 49885,1225,48,2321,19,18,0,20,31,42,775,60547
49891,ZCTA5 49891,317,52.8,594,0,0,0,2,14,4,800,51750
49905,ZCTA5 49905,1016,28.3,1920,3,7,0,0,3,11,843,57904
49910,ZCTA5 49910,180,65.7,316,0,0,0,5,2,4,NA,42031
49922,ZCTA5 49922,440,34.9,763,0,0,0,0,0,2,763,46705
49963,ZCTA5 49963,472,38.5,968,0,0,0,0,26,0,571,35441
49017,ZCTA5 49017,10199,42.9,21793,2294,28,0,1321,267,114,777,48921
49024,ZCTA5 49024,13769,38.4,28710,1489,920,0,1024,379,161,875,69179
49046,ZCTA5 49046,4092,46.3,7900,13,10,0,75,79,163,813,62855
49053,ZCTA5 49053,3520,38.2,7473,219,73,0,314,78,6,652,61382
49065,ZCTA5 49065,3281,41.6,6608,76,14,0,596,115,36,712,53270
49071,ZCTA5 49071,4711,40.3,9921,100,222,0,467,89,48,865,80987
49072,ZCTA5 49072,1613,42.8,3061,29,17,0,78,53,6,725,61739
49080,ZCTA5 49080,7744,40.9,16214,98,0,0,330,295,170,753,59969
49083,ZCTA5 49083,3970,42.3,7913,32,120,10,136,57,91,731,84905
49701,ZCTA5 49701,525,50.8,1045,59,7,0,35,17,2,691,39125
49716,ZCTA5 49716,460,48.3,942,22,4,0,34,11,15,950,62000
49093,ZCTA5 49093,8930,38.9,18381,1054,187,6,833,190,111,709,51609
49094,ZCTA5 49094,1981,43.1,4088,1,26,0,101,68,27,641,49219
49096,ZCTA5 49096,1730,37.8,3327,0,0,4,97,113,38,838,56569
49098,ZCTA5 49098,2790,39.2,5944,40,26,0,480,82,26,645,43558
49126,ZCTA5 49126,493,49.1,1055,43,2,0,104,0,0,728,55815
49224,ZCTA5 49224,6807,35.4,14103,2884,54,0,871,126,31,662,37416
49234,ZCTA5 49234,1406,51.6,2850,7,6,0,95,92,64,826,76771
49255,ZCTA5 49255,1346,27.7,2618,0,3,0,30,55,19,869,45577
49266,ZCTA5 49266,1628,44.8,3247,30,0,0,60,81,35,684,55880
49335,ZCTA5 49335,224,39.3,358,0,0,0,0,0,0,NA,43674
49274,ZCTA5 49274,1817,40.4,3499,7,9,0,48,45,33,754,48783
49302,ZCTA5 49302,4601,40.1,8875,4,21,0,301,91,44,1013,86625
49326,ZCTA5 49326,2068,50.1,4074,227,9,0,94,180,40,722,54850
49340,ZCTA5 49340,1410,40.2,2827,56,6,0,162,55,18,538,43750
47427,ZCTA5 47427,354,51.5,728,0,0,0,0,63,0,515,47813
47436,ZCTA5 47436,742,46,1410,0,40,0,14,42,35,690,43160
47456,ZCTA5 47456,747,44.9,1522,37,0,0,40,45,0,915,54000
47459,ZCTA5 47459,2007,40.1,3860,7,0,0,6,37,44,697,55223
47512,ZCTA5 47512,1852,39.3,4015,12,0,0,49,29,49,614,42464
47532,ZCTA5 47532,2260,47.4,4499,0,15,0,48,88,13,718,69875
47541,ZCTA5 47541,626,39.3,1173,0,12,0,9,7,8,822,70750
47579,ZCTA5 47579,1275,43.3,2577,25,0,0,57,58,11,543,72917
47591,ZCTA5 47591,12962,37.2,25416,1070,284,57,509,381,156,667,45104
47613,ZCTA5 47613,1576,39.2,3156,0,0,0,0,102,33,555,74625
47631,ZCTA5 47631,1040,52.4,2101,7,25,0,46,27,12,776,61667
47639,ZCTA5 47639,2024,37.9,4261,5,0,0,17,33,8,665,86103
47640,ZCTA5 47640,525,50,1073,5,0,0,12,25,2,NA,50069
47879,ZCTA5 47879,1620,33.4,3417,0,0,0,58,78,4,726,44039
47882,ZCTA5 47882,3831,45.3,7786,0,105,0,35,181,51,694,43301
47884,ZCTA5 47884,67,43.6,157,0,0,0,11,0,3,NA,36667
47923,ZCTA5 47923,1705,38.9,3337,0,3,0,57,38,46,796,59485
47942,ZCTA5 47942,342,44.9,666,3,0,2,16,47,10,700,58472
47950,ZCTA5 47950,491,37.5,894,0,0,0,0,63,32,876,61985
47954,ZCTA5 47954,1146,40.1,2380,11,0,8,19,114,26,794,64119
47958,ZCTA5 47958,83,42.8,179,0,0,0,28,6,0,617,41250
47354,ZCTA5 47354,653,41.9,1225,0,0,0,0,24,34,600,42054
47358,ZCTA5 47358,440,41.8,979,14,0,0,0,21,37,731,46974
47443,ZCTA5 47443,701,37.6,1332,8,16,0,11,30,6,661,50341
47396,ZCTA5 47396,3242,40.4,6813,183,28,33,0,161,31,684,53871
47403,ZCTA5 47403,16523,34.2,33370,1146,901,0,1811,650,230,852,51243
47432,ZCTA5 47432,2255,45.9,4617,231,23,0,234,64,44,713,42064
47452,ZCTA5 47452,2567,39.6,5115,0,0,0,57,192,91,544,55417
47464,ZCTA5 47464,121,43.7,221,0,0,0,5,0,0,357,31250
47470,ZCTA5 47470,917,43.4,1724,0,0,0,0,59,0,913,54952
47036,ZCTA5 47036,416,48.4,959,0,0,0,5,48,12,645,96667
47060,ZCTA5 47060,3027,45,5869,14,0,0,119,144,36,744,74394
47120,ZCTA5 47120,246,29.4,725,0,0,0,50,33,0,820,56917
47136,ZCTA5 47136,2160,43.1,4711,54,119,0,42,84,9,800,69534
47143,ZCTA5 47143,1577,36.3,3012,17,0,0,12,32,57,695,77331
47164,ZCTA5 47164,2043,46.8,4101,7,0,0,16,81,7,661,46875
47167,ZCTA5 47167,7340,40.6,14659,24,42,0,135,487,213,653,43731
47223,ZCTA5 47223,687,45.6,1195,0,0,0,0,27,10,787,56591
47229,ZCTA5 47229,1576,38.3,3122,0,80,0,33,63,11,710,46840
47234,ZCTA5 47234,851,42.6,1622,0,0,0,0,40,23,771,59115
47246,ZCTA5 47246,2207,40.8,4339,60,0,0,36,191,44,761,63315
47264,ZCTA5 47264,594,48.3,1315,0,0,0,0,116,15,715,54079
47270,ZCTA5 47270,267,39.5,498,0,0,0,0,0,33,NA,59250
47408,ZCTA5 47408,13147,23.2,25723,537,2814,0,656,424,91,907,31412
47421,ZCTA5 47421,13066,44.1,27370,115,99,17,462,594,75,698,49613
47441,ZCTA5 47441,4724,43.2,9421,17,26,20,263,374,53,580,47083
47448,ZCTA5 47448,3412,54.5,7016,63,13,0,114,295,95,866,54023
47453,ZCTA5 47453,419,38,770,0,0,0,0,0,8,1026,46711
47454,ZCTA5 47454,3669,40.7,7470,14,68,0,38,398,113,638,39827
47519,ZCTA5 47519,420,34.5,930,0,0,0,0,25,10,NA,97317
47524,ZCTA5 47524,280,50.1,459,0,0,0,0,0,3,663,58382
47558,ZCTA5 47558,2316,26.3,4692,0,0,0,49,184,258,638,60456
47959,ZCTA5 47959,1478,37,2898,29,0,0,915,43,25,650,44406
47964,ZCTA5 47964,54,47.1,111,0,0,0,0,5,0,438,39688
47282,ZCTA5 47282,174,45.4,339,0,0,0,31,0,0,682,34732
47968,ZCTA5 47968,528,36.6,1123,0,0,0,18,98,6,775,64688
47993,ZCTA5 47993,1798,43.7,3683,8,0,0,72,148,26,707,57337
47272,ZCTA5 47272,1040,36.7,2136,32,0,0,3,18,20,922,47969
47331,ZCTA5 47331,11073,42.5,22508,588,44,0,267,661,174,693,42741
47386,ZCTA5 47386,557,49.8,1176,9,0,0,15,67,20,632,63359
47353,ZCTA5 47353,2751,43.3,5553,5,64,0,60,199,41,826,49161
47634,ZCTA5 47634,1145,33.4,2293,3,14,0,19,59,5,717,52153
47975,ZCTA5 47975,307,40.5,650,0,1,0,2,41,6,716,66522
47977,ZCTA5 47977,1128,40.5,2235,58,8,0,9,17,32,696,56750
47991,ZCTA5 47991,494,46.3,958,12,0,0,5,19,0,782,52857
47969,ZCTA5 47969,76,36.5,152,0,0,0,14,1,0,1000,55000
47995,ZCTA5 47995,850,37.5,1732,22,19,0,33,7,14,668,71293
47006,ZCTA5 47006,5794,42.3,11499,57,203,0,92,368,139,678,61588
47031,ZCTA5 47031,2707,41.3,5353,8,22,0,47,339,75,763,56154
47037,ZCTA5 47037,2253,38,4534,0,23,0,129,100,38,756,54265
47042,ZCTA5 47042,2098,45.1,4207,59,4,0,0,183,129,592,55660
47108,ZCTA5 47108,1142,37.7,2249,0,37,0,15,164,1,540,45975
47111,ZCTA5 47111,8130,37.9,16612,196,59,0,932,123,103,735,60898
47129,ZCTA5 47129,9053,40.4,19669,1323,155,0,1787,130,184,783,40549
47160,ZCTA5 47160,57,25,113,10,0,0,0,7,9,NA,NA
47230,ZCTA5 47230,841,51.2,1526,0,51,0,38,46,0,760,50446
47469,ZCTA5 47469,983,40.3,1800,15,11,0,63,26,15,478,52500
47501,ZCTA5 47501,9102,39.1,18001,577,0,10,1521,424,190,695,47391
47527,ZCTA5 47527,796,40.6,1572,0,0,0,0,15,0,660,55250
47552,ZCTA5 47552,175,52.8,294,0,0,0,0,0,0,NA,NA
47561,ZCTA5 47561,782,39.3,1663,0,2,0,32,15,8,494,54868
47562,ZCTA5 47562,2405,33.3,4827,0,33,0,4,99,152,561,49509
47580,ZCTA5 47580,192,37.3,427,0,0,0,0,35,0,NA,NA
47581,ZCTA5 47581,1890,46,3853,24,0,0,21,57,15,548,48520
47586,ZCTA5 47586,5408,42.7,10878,175,95,0,193,166,60,537,50256
47615,ZCTA5 47615,753,42.7,1756,6,0,0,10,37,14,813,50607
47471,ZCTA5 47471,1287,38.2,2717,2,4,0,39,219,17,514,48438
47520,ZCTA5 47520,1430,46.2,2854,43,0,0,20,128,41,574,41780
47553,ZCTA5 47553,4352,38.6,8260,11,16,0,7,218,43,606,53480
47528,ZCTA5 47528,235,47.3,462,0,0,0,10,3,0,638,45625
47542,ZCTA5 47542,5288,39.4,10196,58,234,0,1886,120,103,591,52878
47550,ZCTA5 47550,339,41.3,744,0,0,0,13,11,73,NA,73083
47578,ZCTA5 47578,384,50.8,835,0,2,0,19,102,3,792,57875
47584,ZCTA5 47584,77,51.8,140,0,0,0,0,0,0,708,41000
47598,ZCTA5 47598,1610,38.4,3191,0,0,0,36,53,1,702,52500
47601,ZCTA5 47601,7101,43.4,14019,51,175,0,321,211,159,707,57954
47638,ZCTA5 47638,1838,41.8,3483,0,0,0,29,49,20,632,73162
47712,ZCTA5 47712,12678,33.1,26881,636,282,145,290,303,92,807,49067
47836,ZCTA5 47836,0,NA,0,0,0,0,0,0,0,NA,NA
47841,ZCTA5 47841,1097,41.7,2259,0,7,0,3,98,30,576,42583
47847,ZCTA5 47847,553,38.8,1185,0,0,0,8,23,3,634,56750
47848,ZCTA5 47848,831,46.9,1670,36,0,0,18,35,7,783,47794
47849,ZCTA5 47849,175,58.5,331,0,0,0,0,0,0,NA,57143
47860,ZCTA5 47860,217,43.4,384,0,0,0,0,4,0,633,40625
47861,ZCTA5 47861,435,30.4,853,0,0,0,23,21,14,763,72981
47866,ZCTA5 47866,331,39,593,0,0,0,179,0,0,NA,41538
47881,ZCTA5 47881,188,43.4,361,0,0,0,2,1,22,735,50179
47904,ZCTA5 47904,9125,32.5,17225,1564,320,0,2031,145,22,783,37495
47905,ZCTA5 47905,20035,36,41910,2377,565,0,4230,623,119,818,57394
47916,ZCTA5 47916,29,23.5,62,0,0,0,3,0,0,NA,NA
47920,ZCTA5 47920,1295,41.7,2498,0,0,0,32,72,27,678,76071
47929,ZCTA5 47929,348,39.7,710,0,0,0,0,14,0,693,63125
47944,ZCTA5 47944,1668,44.1,3412,12,0,0,53,40,31,647,43320
47666,ZCTA5 47666,914,38.4,1842,8,3,0,70,9,5,758,41030
47710,ZCTA5 47710,9625,39.9,19081,1838,198,0,364,100,187,645,36061
47633,ZCTA5 47633,1358,38.9,2575,6,0,0,0,107,17,739,44130
47654,ZCTA5 47654,39,41.8,82,0,0,0,0,0,0,936,58594
47833,ZCTA5 47833,495,46.4,961,0,0,0,0,68,41,NA,59977
47834,ZCTA5 47834,9407,41.3,19215,190,51,0,78,430,258,705,53104
47850,ZCTA5 47850,1232,42.5,2386,0,0,0,78,17,16,608,55469
47859,ZCTA5 47859,420,41.3,821,0,0,0,0,45,7,936,44615
47863,ZCTA5 47863,130,42.3,246,0,0,0,0,0,0,NA,65395
47320,ZCTA5 47320,1633,48.8,3460,0,0,0,41,54,71,617,53241
47327,ZCTA5 47327,2299,43.1,4626,9,0,0,3,184,29,678,39482
47330,ZCTA5 47330,2610,40.5,5509,55,38,0,17,170,109,915,57066
47342,ZCTA5 47342,1324,43.4,2639,2,0,0,8,116,51,594,54583
47346,ZCTA5 47346,2022,40.7,3945,8,0,0,8,92,42,639,52500
47355,ZCTA5 47355,1493,40.2,2875,37,12,0,14,23,25,754,46548
47357,ZCTA5 47357,438,41.3,884,3,0,0,3,15,13,808,50156
47359,ZCTA5 47359,1542,45.7,2941,0,48,0,17,43,0,628,43958
47371,ZCTA5 47371,6062,40.9,12336,69,12,1,516,88,87,667,47068
47247,ZCTA5 47247,80,38.7,183,0,0,0,7,27,0,1013,78750
47263,ZCTA5 47263,110,37.3,245,6,0,0,7,4,3,900,45625
47303,ZCTA5 47303,12285,29.3,25545,3177,368,96,952,516,258,689,33587
47305,ZCTA5 47305,1776,39.6,3518,642,0,0,207,11,58,602,25057
47334,ZCTA5 47334,1660,42.8,3267,19,11,0,36,143,39,810,59167
47345,ZCTA5 47345,693,41.4,1475,0,8,0,30,38,31,706,63087
47352,ZCTA5 47352,538,37.3,1064,0,0,0,16,68,0,856,41736
47885,ZCTA5 47885,4396,43,8994,24,12,0,62,151,111,664,45838
47933,ZCTA5 47933,14284,41,27661,286,307,0,1632,560,139,647,51370
47951,ZCTA5 47951,1132,44.5,2265,32,0,0,180,80,55,735,50769
47960,ZCTA5 47960,7182,48.2,14559,67,47,0,989,397,155,725,52838
47965,ZCTA5 47965,315,35.9,609,0,0,0,16,21,2,900,62917
47966,ZCTA5 47966,194,46.5,378,0,0,0,10,2,0,NA,48906
47971,ZCTA5 47971,977,40.3,1961,15,0,0,116,53,10,694,57500
47118,ZCTA5 47118,1538,44.3,3150,4,0,0,51,109,47,525,42614
47122,ZCTA5 47122,5315,38.8,10910,69,74,0,62,102,80,796,73375
47135,ZCTA5 47135,563,53,1077,0,0,0,16,126,28,941,72226
47170,ZCTA5 47170,7195,40.7,14673,42,85,0,262,353,116,782,47380
47172,ZCTA5 47172,8956,36.7,17806,339,220,0,850,189,214,996,77362
47177,ZCTA5 47177,595,41.1,1092,37,0,0,84,7,0,NA,51875
47203,ZCTA5 47203,13234,39.9,27320,411,1815,38,1240,333,94,800,59337
47336,ZCTA5 47336,1592,42.5,3142,20,0,0,19,39,67,628,39143
47339,ZCTA5 47339,287,43.5,499,0,0,0,4,0,0,725,38438
47356,ZCTA5 47356,2573,46.5,5252,14,26,0,94,320,37,731,55542
47373,ZCTA5 47373,1233,44.3,2468,0,27,0,26,9,15,585,42679
47384,ZCTA5 47384,939,39,1851,0,0,0,3,115,10,746,63456
47387,ZCTA5 47387,321,35.9,793,5,7,2,2,37,1,760,46220
47401,ZCTA5 47401,21539,31.7,43407,1436,4445,7,1084,699,350,984,50844
47404,ZCTA5 47404,11965,30.4,23466,1036,605,12,680,334,186,813,39424
47420,ZCTA5 47420,255,35.3,446,0,0,0,0,0,0,803,68194
47438,ZCTA5 47438,1957,39.6,4416,30,0,0,31,81,94,684,49792
47465,ZCTA5 47465,190,49,480,1,0,0,5,30,2,603,45850
47020,ZCTA5 47020,626,31.3,1192,0,0,0,0,34,107,874,44750
47034,ZCTA5 47034,41,45.2,100,0,0,0,3,4,0,890,28500
47137,ZCTA5 47137,807,46.3,1607,12,0,0,1,119,13,638,36131
47112,ZCTA5 47112,8144,39.4,16246,132,59,0,499,374,51,687,59250
47126,ZCTA5 47126,2697,40.1,4821,23,0,0,10,74,36,859,70556
47138,ZCTA5 47138,2237,43.3,4892,18,44,0,47,65,40,477,63673
47142,ZCTA5 47142,574,41.5,1091,0,0,0,0,96,16,NA,52704
47145,ZCTA5 47145,1104,39.7,2024,0,0,0,22,157,51,656,55375
47147,ZCTA5 47147,562,35,1131,0,0,0,0,40,18,791,48214
47274,ZCTA5 47274,15388,38.1,30970,453,753,0,2806,501,153,746,49644
47166,ZCTA5 47166,794,44.1,1540,0,28,0,0,65,0,NA,44159
47224,ZCTA5 47224,307,37.4,642,0,0,0,0,0,0,NA,45136
47244,ZCTA5 47244,402,39.3,737,0,0,0,0,6,4,833,49659
47994,ZCTA5 47994,159,41.8,301,0,2,0,0,12,0,710,53125
47424,ZCTA5 47424,4394,48,8842,60,54,0,67,129,183,591,54159
47449,ZCTA5 47449,153,52.6,315,0,0,0,0,11,0,588,32273
47468,ZCTA5 47468,752,50.8,1539,0,16,0,25,59,67,NA,58015
47514,ZCTA5 47514,1540,36.2,1668,359,0,0,29,0,0,NA,49750
47515,ZCTA5 47515,412,43.5,821,0,0,0,0,59,48,NA,56042
47521,ZCTA5 47521,284,25.4,639,0,0,0,0,24,25,NA,82049
47523,ZCTA5 47523,1704,42.9,3316,0,0,13,372,89,0,519,51087
47551,ZCTA5 47551,392,32.8,923,0,0,0,0,67,8,NA,71364
47557,ZCTA5 47557,957,35.1,1803,0,0,0,33,35,38,746,59688
47567,ZCTA5 47567,3060,44.3,6117,79,0,0,49,90,44,538,54104
47575,ZCTA5 47575,690,45,1177,0,0,0,0,0,0,NA,67941
47620,ZCTA5 47620,6434,41.8,13120,424,50,0,207,91,37,689,58693
47660,ZCTA5 47660,2460,39,4897,31,8,0,94,70,13,660,49291
47017,ZCTA5 47017,213,50,439,0,0,0,0,12,31,NA,68750
47024,ZCTA5 47024,1599,32.9,3340,0,0,0,0,107,60,663,52315
47035,ZCTA5 47035,109,58.5,210,0,0,0,0,0,0,NA,NA
47117,ZCTA5 47117,2456,41.7,4363,90,0,0,34,110,16,781,60223
47125,ZCTA5 47125,821,44.9,1646,0,0,0,37,127,19,918,49293
47165,ZCTA5 47165,3073,45.1,6330,0,7,0,121,359,78,686,51753
47201,ZCTA5 47201,22406,36.6,44127,910,3884,0,3207,608,204,944,58605
47001,ZCTA5 47001,5189,45,10264,44,51,11,56,452,95,719,56445
47010,ZCTA5 47010,127,31.5,249,0,0,0,0,0,0,NA,23667
47011,ZCTA5 47011,533,36.3,839,0,0,0,48,90,46,NA,58789
47012,ZCTA5 47012,4957,41.9,9959,25,53,0,21,542,162,726,52879
47016,ZCTA5 47016,456,49.7,949,0,0,0,1,15,0,900,78828
47023,ZCTA5 47023,820,36.3,1691,0,0,0,25,40,10,883,58083
47115,ZCTA5 47115,1181,48.5,2874,10,3,0,81,120,60,426,45260
47130,ZCTA5 47130,22281,38.6,46299,6038,523,27,2267,467,152,820,54728
47140,ZCTA5 47140,1249,43.2,2489,17,0,0,30,124,36,675,38510
47162,ZCTA5 47162,273,53.2,673,0,0,0,0,28,0,NA,52700
47226,ZCTA5 47226,164,35.6,231,26,2,0,8,7,4,1050,67708
47220,ZCTA5 47220,2740,40.4,5803,18,33,0,62,99,54,729,53250
47231,ZCTA5 47231,432,39.4,794,26,0,0,10,41,6,905,50000
47235,ZCTA5 47235,748,36.7,1516,51,0,0,0,0,0,NA,62629
47265,ZCTA5 47265,10134,38.8,20476,314,55,0,619,328,231,725,47747
47273,ZCTA5 47273,848,38.3,1737,0,0,0,13,40,41,788,53750
47344,ZCTA5 47344,59,17.4,128,0,0,0,0,4,1,1083,41875
47361,ZCTA5 47361,114,42.3,214,0,0,0,8,1,7,763,55625
47390,ZCTA5 47390,2338,41.3,4966,0,0,0,663,134,20,533,37731
47713,ZCTA5 47713,4689,38.2,10427,4315,9,65,509,91,40,673,26595
47840,ZCTA5 47840,888,36.8,1815,0,0,0,0,57,25,642,64441
47855,ZCTA5 47855,263,40.7,523,0,0,0,0,13,3,722,40417
47862,ZCTA5 47862,829,35.7,1508,0,0,0,119,8,0,590,44542
47874,ZCTA5 47874,1692,44.5,3102,0,0,0,28,7,59,808,45363
47926,ZCTA5 47926,674,35.1,1333,4,10,0,1,56,9,740,52083
47394,ZCTA5 47394,4000,44.9,8167,104,0,0,89,168,65,668,45582
47380,ZCTA5 47380,789,40.5,1612,0,0,0,12,8,41,574,48111
47385,ZCTA5 47385,704,44.5,1319,0,7,0,0,59,1,739,52692
47431,ZCTA5 47431,784,46.8,1586,0,0,0,39,38,14,NA,52799
47446,ZCTA5 47446,5390,40.2,10569,19,54,0,216,194,115,542,52853
47455,ZCTA5 47455,33,33.4,82,0,0,0,0,0,16,NA,NA
47513,ZCTA5 47513,1189,37.9,2527,0,24,0,9,66,9,567,52313
47529,ZCTA5 47529,511,37.7,1057,0,0,0,9,13,7,583,39569
47531,ZCTA5 47531,405,49.4,701,0,0,0,0,25,10,NA,40954
47576,ZCTA5 47576,138,40.2,346,0,0,0,0,41,0,NA,78516
47536,ZCTA5 47536,0,NA,0,0,0,0,0,0,0,NA,NA
47537,ZCTA5 47537,457,48.3,998,0,0,0,12,37,8,819,78258
47568,ZCTA5 47568,329,46.9,720,0,0,0,0,27,18,491,39896
47588,ZCTA5 47588,302,43.9,556,0,0,0,18,41,3,650,57321
47590,ZCTA5 47590,258,61.1,419,0,0,0,0,11,6,NA,32250
47596,ZCTA5 47596,41,57.4,82,0,0,0,0,0,0,NA,39531
47616,ZCTA5 47616,152,43.5,282,0,0,0,0,5,0,380,NA
47648,ZCTA5 47648,2108,40.1,4242,24,87,0,61,34,30,705,59097
47683,ZCTA5 47683,88,38.9,180,0,0,0,0,0,5,NA,57054
47708,ZCTA5 47708,199,55.1,329,14,0,0,0,0,0,550,NA
47720,ZCTA5 47720,8837,45.4,17589,114,115,0,100,138,53,842,62057
47803,ZCTA5 47803,10629,35.6,20593,1107,338,0,380,268,234,881,51917
47807,ZCTA5 47807,6249,28.5,12313,1730,337,0,438,72,93,693,21288
47970,ZCTA5 47970,928,39.2,1830,20,8,0,87,16,0,801,46534
47981,ZCTA5 47981,449,34.8,929,0,0,0,0,10,0,817,79167
47983,ZCTA5 47983,120,23.5,254,0,0,0,0,0,0,NA,59900
47243,ZCTA5 47243,3178,32.5,6053,102,12,0,68,153,101,784,51921
47280,ZCTA5 47280,425,28.9,934,0,0,0,77,0,0,965,75395
47337,ZCTA5 47337,98,29.9,177,0,0,0,4,6,0,596,47857
47846,ZCTA5 47846,330,48.3,552,0,0,0,15,18,0,430,58313
47853,ZCTA5 47853,51,34.6,110,0,0,0,0,2,0,763,52500
47854,ZCTA5 47854,362,45.8,722,0,0,0,0,7,0,NA,64000
47868,ZCTA5 47868,1657,46.5,3080,0,0,0,0,154,107,950,43150
47901,ZCTA5 47901,1866,27.9,3702,113,89,0,284,0,44,698,34981
47906,ZCTA5 47906,40568,22.6,75899,2313,13877,74,4091,632,286,893,46594
47921,ZCTA5 47921,632,36.4,1214,19,7,5,95,23,14,729,43500
47932,ZCTA5 47932,2599,42.6,5001,43,88,0,62,99,56,640,55942
47940,ZCTA5 47940,846,38,1742,2,0,0,22,21,6,908,60982
47955,ZCTA5 47955,464,37.4,958,0,0,0,49,13,0,690,57738
47980,ZCTA5 47980,536,51,1002,0,0,0,7,0,22,665,63313
47338,ZCTA5 47338,1333,39.5,2682,11,4,0,4,20,14,817,52024
47341,ZCTA5 47341,1237,39.4,2339,0,6,0,0,43,42,736,60000
47348,ZCTA5 47348,4491,43.1,9226,17,0,0,174,270,89,618,42432
47360,ZCTA5 47360,634,43,1333,10,0,0,101,34,23,493,63281
47832,ZCTA5 47832,540,54,976,0,0,0,0,26,5,721,75909
47982,ZCTA5 47982,98,50.8,195,0,0,0,8,5,0,850,58750
47987,ZCTA5 47987,1992,42.7,4045,6,0,0,42,67,29,632,50698
47990,ZCTA5 47990,864,36.5,1836,0,0,0,31,48,6,747,55027
47997,ZCTA5 47997,54,33.3,118,1,0,0,2,6,0,719,71875
47368,ZCTA5 47368,1444,45.2,2935,15,15,0,43,45,52,642,53011
47381,ZCTA5 47381,80,27,193,0,0,0,50,0,0,558,33125
47451,ZCTA5 47451,601,43.3,1184,0,10,0,31,25,4,538,45063
47460,ZCTA5 47460,5363,45.6,10916,67,93,0,183,394,176,681,48664
47462,ZCTA5 47462,2363,32.3,4367,29,17,0,44,22,58,718,65818
47516,ZCTA5 47516,692,40.7,1330,0,0,0,56,13,11,431,63628
47610,ZCTA5 47610,2365,36.9,5028,29,8,0,11,71,80,887,54212
47612,ZCTA5 47612,399,48.3,737,0,0,0,7,8,0,814,52159
47619,ZCTA5 47619,805,44.5,1684,3,0,3,1,13,18,736,58250
47150,ZCTA5 47150,22846,39.4,47857,3959,548,0,2106,243,288,783,52077
47250,ZCTA5 47250,9981,42,21984,576,184,0,778,538,247,735,48827
47711,ZCTA5 47711,16000,41.1,32357,1485,639,9,553,350,211,812,51645
47725,ZCTA5 47725,8662,39.2,17267,456,475,0,287,170,125,1227,88602
47802,ZCTA5 47802,18215,37.9,35054,2882,1215,48,1390,331,365,722,45376
47837,ZCTA5 47837,628,37.8,1180,0,0,142,0,8,6,346,34671
47858,ZCTA5 47858,358,32.7,657,0,0,0,25,43,0,NA,63971
47865,ZCTA5 47865,145,22.1,317,0,0,0,0,0,0,NA,42132
47917,ZCTA5 47917,293,34.2,568,0,0,0,107,36,0,833,43487
47925,ZCTA5 47925,61,29.6,197,0,0,0,0,0,0,NA,38036
47978,ZCTA5 47978,5723,38.9,11324,157,68,0,669,381,219,744,57389
47963,ZCTA5 47963,977,45,1949,0,0,0,43,139,46,766,51629
47967,ZCTA5 47967,293,46,564,4,3,0,3,3,15,1089,43125
47974,ZCTA5 47974,562,48.3,1138,10,0,0,12,33,12,625,52898
47283,ZCTA5 47283,1566,40.9,3227,0,10,0,43,62,14,806,45300
47362,ZCTA5 47362,16118,42.6,30010,1085,196,21,547,1026,243,693,44797
47106,ZCTA5 47106,2352,42.7,4788,3,0,0,23,62,44,889,64215
47670,ZCTA5 47670,6119,39.9,12066,583,11,0,242,86,151,649,49651
47930,ZCTA5 47930,677,36.3,1374,0,0,0,9,48,2,660,58583
47546,ZCTA5 47546,10143,40.9,21137,131,25,0,1056,475,95,674,59603
47025,ZCTA5 47025,10901,41.2,22710,238,213,0,358,371,99,730,66241
47141,ZCTA5 47141,812,39.8,1650,0,0,0,247,67,0,NA,58818
47232,ZCTA5 47232,1872,42.7,3284,11,0,0,88,28,20,870,58766
47429,ZCTA5 47429,4082,40.5,8819,53,118,0,185,178,64,801,60208
47611,ZCTA5 47611,766,42.2,1559,0,0,0,14,70,26,440,60833
47992,ZCTA5 47992,844,42.6,1640,0,0,0,289,0,35,NA,74674
47040,ZCTA5 47040,2643,48.2,5025,120,15,0,64,269,87,720,52967
47161,ZCTA5 47161,1872,46.4,3197,2,0,0,42,151,20,876,59844
47952,ZCTA5 47952,1497,45,3056,2,0,0,45,115,14,699,42117
47104,ZCTA5 47104,20,59.8,38,0,0,0,0,0,0,NA,NA
47110,ZCTA5 47110,322,30.5,840,0,0,0,0,34,0,NA,66458
47306,ZCTA5 47306,1789,19.5,4982,442,113,10,261,45,27,NA,NA
47324,ZCTA5 47324,70,39.8,162,0,0,0,0,0,0,740,31500
47335,ZCTA5 47335,319,47.1,647,2,0,0,6,53,1,596,37857
47367,ZCTA5 47367,11,NA,23,0,0,0,0,0,0,NA,NA
47388,ZCTA5 47388,145,37.5,287,2,0,0,2,6,5,594,37083
47405,ZCTA5 47405,1924,19.3,3821,107,339,0,274,0,0,NA,NA
