GEOID,NAME,male,medage,pop,black,asian,pacific,latino,commute_hr1,commute_hr2,medrent,medincome
47434,ZCTA5 47434,0,NA,0,0,0,0,0,0,0,NA,NA
47437,ZCTA5 47437,83,66.6,148,0,0,0,0,10,0,NA,NA
47457,ZCTA5 47457,71,26.9,170,0,12,0,0,8,0,NA,78500
47458,ZCTA5 47458,18,46.5,28,0,0,0,0,0,0,NA,NA
47809,ZCTA5 47809,1287,19.6,2723,508,33,0,136,0,0,NA,NA
47857,ZCTA5 47857,205,54.5,443,12,5,0,0,7,3,920,51771
47869,ZCTA5 47869,52,46.1,94,28,0,0,0,0,0,NA,63438
47871,ZCTA5 47871,119,39.8,246,0,0,0,0,1,2,1036,40000
47880,ZCTA5 47880,16,17.8,43,0,0,0,0,0,0,NA,NA
47907,ZCTA5 47907,0,NA,0,0,0,0,0,0,0,NA,NA
47382,ZCTA5 47382,115,43.7,245,0,0,0,0,2,0,642,30000
47522,ZCTA5 47522,257,20,470,45,8,0,79,2,1,604,56688
47574,ZCTA5 47574,189,49.3,285,0,0,0,0,7,0,NA,75583
47630,ZCTA5 47630,17713,40.1,36245,989,1497,0,789,451,261,894,80925
47805,ZCTA5 47805,6420,39.6,12695,108,18,0,37,215,67,717,53495
47665,ZCTA5 47665,1849,41,3681,4,28,0,27,40,11,595,52500
47872,ZCTA5 47872,3814,41.2,8770,67,0,0,124,229,154,567,47500
47123,ZCTA5 47123,37,67.7,80,0,0,0,0,0,0,NA,29345
47227,ZCTA5 47227,1148,46.1,2308,0,0,0,0,157,97,725,58105
47467,ZCTA5 47467,90,5.6,117,0,0,0,0,0,0,NA,NA
47525,ZCTA5 47525,151,55,276,0,0,0,0,10,0,NA,29141
47637,ZCTA5 47637,627,45.8,1254,0,0,0,0,36,35,759,56364
47918,ZCTA5 47918,2883,44,5803,22,0,0,208,57,78,654,48910
47433,ZCTA5 47433,1989,44.9,3902,55,4,0,0,210,132,667,57188
47535,ZCTA5 47535,463,43.2,823,0,0,0,0,69,8,NA,47500
47635,ZCTA5 47635,2819,45.9,5529,115,9,0,92,110,40,744,51029
47989,ZCTA5 47989,684,40.1,1353,0,2,0,34,21,21,683,58442
47369,ZCTA5 47369,627,44.7,1327,1,6,0,4,37,2,719,44948
48742,ZCTA5 48742,875,55.3,1694,3,0,0,22,5,22,575,39258
48745,ZCTA5 48745,630,51.2,1249,9,27,4,14,8,3,900,37833
48807,ZCTA5 48807,445,43.5,844,2,0,0,5,22,13,788,44583
48809,ZCTA5 48809,5168,37.9,10789,21,13,0,253,281,123,698,51018
48871,ZCTA5 48871,990,44.5,2070,5,0,0,113,54,36,767,62019
48823,ZCTA5 48823,25111,23.7,51230,3474,6284,12,2489,515,256,933,45008
48854,ZCTA5 48854,9871,40.4,19773,571,313,0,696,211,147,979,68893
48857,ZCTA5 48857,1359,43.2,2817,0,6,0,59,49,18,833,68253
48874,ZCTA5 48874,34,37.7,79,0,0,0,0,0,6,NA,41250
48001,ZCTA5 48001,6052,48.3,11885,7,79,12,122,907,195,920,57450
48048,ZCTA5 48048,3696,37.5,7689,579,0,0,256,271,59,940,61521
48050,ZCTA5 48050,870,44.7,1677,0,0,0,1,32,21,1070,89107
48051,ZCTA5 48051,9984,36.5,18531,1836,85,19,692,812,56,956,73705
48082,ZCTA5 48082,8189,44.6,16540,280,95,25,442,409,127,1030,57106
48083,ZCTA5 48083,11558,40.8,22981,1319,5192,41,649,349,149,1061,74439
48093,ZCTA5 48093,11429,43.9,24886,3600,1049,23,576,437,91,849,51830
48095,ZCTA5 48095,2858,43.4,5797,54,96,0,195,189,45,835,102745
48917,ZCTA5 48917,15299,40.7,32264,4543,1806,12,3267,573,264,873,59393
48006,ZCTA5 48006,2215,41,4160,17,14,0,42,284,79,821,67083
48036,ZCTA5 48036,10271,41.7,21638,4759,439,0,460,449,135,787,52335
48043,ZCTA5 48043,8287,40.1,16371,4143,48,0,379,258,73,721,43289
48045,ZCTA5 48045,12020,44.6,24999,2208,236,0,683,1291,231,857,64495
48047,ZCTA5 48047,19736,41.1,40434,1738,688,20,1133,1497,513,883,77002
48063,ZCTA5 48063,2105,43.8,4024,135,0,0,65,81,69,915,73839
48069,ZCTA5 48069,1184,46.6,2389,49,51,6,67,59,0,1336,116583
48074,ZCTA5 48074,4450,45.5,9152,10,60,0,432,398,205,812,56389
48076,ZCTA5 48076,11675,42.2,25220,16463,506,0,297,193,110,1153,67672
48081,ZCTA5 48081,10090,44.8,20626,671,97,0,537,487,97,987,62305
48601,ZCTA5 48601,16630,37.1,35270,21262,108,0,3872,238,231,710,28654
48603,ZCTA5 48603,12332,42.5,26715,2388,1238,0,2073,124,348,846,53274
48617,ZCTA5 48617,4083,39.3,8670,29,48,0,239,129,73,652,51166
48089,ZCTA5 48089,15066,34.7,31538,9842,1493,0,636,557,210,948,36967
48135,ZCTA5 48135,13435,41.2,26809,699,293,0,1046,587,158,1037,54102
48626,ZCTA5 48626,2896,45.5,5875,45,15,0,237,57,89,720,61683
48627,ZCTA5 48627,61,62.2,103,12,0,0,0,0,0,NA,NA
48650,ZCTA5 48650,3658,45,7157,46,0,0,194,66,85,775,48714
48652,ZCTA5 48652,894,39,1736,0,0,0,26,33,41,900,57438
48659,ZCTA5 48659,1379,43.2,2711,3,0,0,31,94,19,646,41696
48705,ZCTA5 48705,296,60.3,529,0,0,0,12,11,0,575,34148
48708,ZCTA5 48708,13199,40.5,26281,829,139,0,2489,339,246,602,40181
48720,ZCTA5 48720,502,51.1,987,0,7,0,16,16,12,616,36053
48732,ZCTA5 48732,5536,44,11330,305,53,0,596,146,74,659,44932
48733,ZCTA5 48733,768,43.8,1693,27,0,0,131,25,19,763,46169
48740,ZCTA5 48740,1145,54.4,2353,20,15,0,34,4,14,712,40244
48747,ZCTA5 48747,657,52.4,1348,2,6,0,26,16,29,NA,64286
48755,ZCTA5 48755,1491,51.2,2985,12,14,0,102,67,20,600,50109
48768,ZCTA5 48768,4866,39.4,9639,200,13,0,432,192,122,674,41606
48820,ZCTA5 48820,8618,41.8,17893,478,361,0,835,273,172,886,82991
48821,ZCTA5 48821,2948,49.2,6065,242,208,0,219,56,47,838,71500
48829,ZCTA5 48829,1660,40.2,3429,1,1,0,258,40,88,632,40141
48841,ZCTA5 48841,390,42.7,768,0,12,0,21,55,16,878,67115
48888,ZCTA5 48888,3079,40.7,5978,36,3,0,322,294,142,672,49590
48770,ZCTA5 48770,1002,46.2,1893,4,2,0,15,20,35,583,40242
48851,ZCTA5 48851,1104,42.2,2146,7,18,0,77,59,12,722,58224
48174,ZCTA5 48174,15441,37.5,31199,9579,641,0,1084,537,159,867,49466
48237,ZCTA5 48237,13334,37.7,29849,16775,553,0,623,456,123,1047,49721
48421,ZCTA5 48421,3265,50.5,6323,16,0,0,96,364,205,952,56679
48457,ZCTA5 48457,4181,45.4,8140,140,10,0,174,159,76,662,54420
48889,ZCTA5 48889,674,46.8,1327,6,0,0,18,39,13,838,48088
48891,ZCTA5 48891,1324,47.6,2750,3,3,2,79,119,44,673,53594
48894,ZCTA5 48894,957,35.6,1893,0,0,0,100,7,2,669,73594
48229,ZCTA5 48229,4338,37,9372,4017,0,79,1807,109,59,839,27241
48234,ZCTA5 48234,16163,34.2,34156,31955,15,0,247,671,269,837,27947
48320,ZCTA5 48320,2387,41.5,4839,201,44,0,295,138,67,935,49474
48240,ZCTA5 48240,8298,39.5,17395,6751,177,0,546,57,93,1168,54070
48304,ZCTA5 48304,7805,52.4,16094,1056,1411,0,334,448,17,1354,120104
48317,ZCTA5 48317,14000,36.7,28730,1144,1913,31,1095,885,179,1002,62250
48322,ZCTA5 48322,15502,46,32681,5914,3617,0,275,568,65,1762,88850
48329,ZCTA5 48329,11909,44.3,24599,992,604,0,1087,986,282,1273,73336
48336,ZCTA5 48336,12465,43.5,25897,4965,1435,0,744,259,102,879,62025
48367,ZCTA5 48367,2447,47.2,4683,39,7,0,23,355,78,1116,85118
48375,ZCTA5 48375,11415,38.7,22827,1807,5811,30,852,523,47,1400,95640
48428,ZCTA5 48428,2581,45.2,5066,0,0,0,102,346,115,1043,71773
48441,ZCTA5 48441,2052,47.7,4008,25,28,0,47,20,47,518,42799
48449,ZCTA5 48449,1484,43.9,2928,52,4,0,42,88,44,794,49293
48461,ZCTA5 48461,3944,38.1,8039,21,0,0,236,476,308,805,56555
48471,ZCTA5 48471,2637,45,5224,75,44,3,154,116,105,616,40392
48604,ZCTA5 48604,5448,25.1,12435,1464,249,0,1234,113,46,852,45909
48616,ZCTA5 48616,3707,45.4,7294,24,50,0,509,225,138,666,49366
48625,ZCTA5 48625,6762,50.2,13005,90,61,0,161,262,210,586,31564
48629,ZCTA5 48629,3669,54.3,7372,0,18,0,160,59,111,634,40565
48634,ZCTA5 48634,2098,49.7,4546,0,33,0,180,95,71,583,57307
48636,ZCTA5 48636,351,56.6,712,0,0,0,0,0,8,NA,37500
48642,ZCTA5 48642,15756,41.1,32096,464,1258,44,758,270,225,820,65131
48655,ZCTA5 48655,2972,46.3,5799,22,24,0,354,78,98,663,52646
48728,ZCTA5 48728,137,63.6,242,0,0,0,0,0,10,NA,36250
48735,ZCTA5 48735,527,43,1060,3,0,0,56,16,17,692,48203
48436,ZCTA5 48436,2090,42.6,3779,29,12,0,48,196,76,863,73988
48456,ZCTA5 48456,362,49.8,698,0,0,0,0,0,17,538,55417
48473,ZCTA5 48473,10569,42.8,22060,882,53,6,587,891,321,916,63671
48506,ZCTA5 48506,14748,37.4,29238,3123,51,6,2040,558,347,711,37594
48033,ZCTA5 48033,7523,43.3,16457,11616,419,0,372,109,84,1090,49845
48085,ZCTA5 48085,13166,42.1,25938,837,5138,0,515,552,116,1407,113536
48088,ZCTA5 48088,10608,43.3,21844,1970,902,16,556,535,144,906,60886
48168,ZCTA5 48168,10799,45.2,22336,529,3742,0,807,457,42,1438,133984
48177,ZCTA5 48177,97,33.6,178,0,0,0,0,0,0,NA,121250
48193,ZCTA5 48193,7122,44.7,15654,1279,734,0,582,229,114,796,57692
48233,ZCTA5 48233,0,NA,0,0,0,0,0,0,0,NA,NA
48243,ZCTA5 48243,0,NA,0,0,0,0,0,0,0,NA,NA
48397,ZCTA5 48397,0,NA,0,0,0,0,0,0,0,NA,NA
48411,ZCTA5 48411,70,52.8,145,0,0,0,0,0,0,NA,NA
48551,ZCTA5 48551,0,NA,0,0,0,0,0,0,0,NA,NA
48553,ZCTA5 48553,0,NA,0,0,0,0,0,0,0,NA,NA
48554,ZCTA5 48554,0,NA,0,0,0,0,0,0,0,NA,NA
48638,ZCTA5 48638,5508,47.3,11923,1466,324,10,871,108,47,759,47178
48667,ZCTA5 48667,0,NA,0,0,0,0,0,0,0,NA,NA
48710,ZCTA5 48710,0,NA,0,0,0,0,0,0,0,NA,NA
48816,ZCTA5 48816,41,38.1,69,0,0,0,0,0,0,NA,NA
48825,ZCTA5 48825,6174,19.3,12770,1035,1700,7,551,54,24,NA,NA
48855,ZCTA5 48855,7746,41.8,15045,69,240,0,331,873,256,1145,80880
48870,ZCTA5 48870,83,26.4,201,0,0,0,27,0,3,NA,41750
48921,ZCTA5 48921,0,NA,0,0,0,0,0,0,0,NA,NA
48879,ZCTA5 48879,8951,40.7,17959,125,76,0,736,173,135,774,61193
48204,ZCTA5 48204,11150,37.6,24524,23142,12,0,677,610,157,757,24362
48306,ZCTA5 48306,13600,44.1,27663,858,2506,0,908,971,157,964,147303
48418,ZCTA5 48418,2137,43.8,3984,0,16,0,76,135,63,748,70650
48331,ZCTA5 48331,10053,45.8,21650,3469,2552,0,422,269,103,1468,109847
48381,ZCTA5 48381,6224,46.7,13384,157,190,0,333,742,125,1059,74056
48470,ZCTA5 48470,415,44.9,801,0,3,0,19,0,15,634,46739
48897,ZCTA5 48897,696,40.7,1448,0,7,0,78,17,10,647,64250
48327,ZCTA5 48327,10821,40,22356,1153,380,30,1139,685,192,841,56606
48092,ZCTA5 48092,13510,42.4,26893,2728,3406,34,484,256,118,931,56566
48059,ZCTA5 48059,7082,45,14957,193,44,0,373,463,221,856,56629
48186,ZCTA5 48186,16717,39.2,34255,6673,840,7,1492,529,365,922,49171
48002,ZCTA5 48002,1644,44,3234,0,0,0,70,202,81,1089,69663
48028,ZCTA5 48028,520,65.9,1030,0,0,0,0,64,4,1125,55000
48453,ZCTA5 48453,2532,36.1,5239,52,34,0,172,178,119,622,41406
50258,ZCTA5 50258,470,54,975,0,4,0,21,52,1,541,62531
50268,ZCTA5 50268,475,40.3,1054,24,0,0,39,37,18,717,41534
50278,ZCTA5 50278,412,44.6,788,0,9,0,0,0,4,663,59559
50453,ZCTA5 50453,264,56.1,527,22,0,0,12,7,1,628,59464
50476,ZCTA5 50476,411,43.6,819,3,0,0,4,25,6,560,45625
50840,ZCTA5 50840,233,40.1,512,0,0,0,19,8,25,703,43393
50845,ZCTA5 50845,426,42.3,861,0,0,0,9,8,8,721,53355
50846,ZCTA5 50846,443,39.5,924,0,3,0,5,45,5,547,51125
50146,ZCTA5 50146,211,54.5,428,0,0,0,32,14,1,488,42039
50107,ZCTA5 50107,560,41.5,1156,0,0,0,4,42,3,613,50313
50124,ZCTA5 50124,1927,36,4053,42,41,0,85,0,0,912,90679
50140,ZCTA5 50140,1380,26.3,2831,126,24,36,158,35,71,562,37072
50153,ZCTA5 50153,420,50.8,823,0,0,0,0,15,0,665,67500
50208,ZCTA5 50208,10741,41.3,20693,657,133,0,549,199,45,728,49576
50229,ZCTA5 50229,471,43.8,895,0,3,0,2,11,0,NA,103646
50234,ZCTA5 50234,290,40.8,581,3,0,0,17,11,7,550,64750
50078,ZCTA5 50078,79,50.4,171,0,0,1,0,0,0,1264,45625
50101,ZCTA5 50101,17,28.2,29,0,0,0,10,0,0,NA,NA
50104,ZCTA5 50104,31,65.3,68,0,0,0,0,5,0,NA,45313
50122,ZCTA5 50122,691,43.8,1358,0,0,0,4,53,8,539,63984
50126,ZCTA5 50126,3363,44.7,6754,102,0,0,419,81,62,714,51183
50128,ZCTA5 50128,238,38.8,445,0,0,0,67,20,13,563,48654
50136,ZCTA5 50136,194,50.3,399,0,0,0,0,11,12,669,52500
50142,ZCTA5 50142,459,39.4,933,13,0,0,19,9,9,693,52202
50160,ZCTA5 50160,253,30.7,498,0,0,0,35,4,2,684,56429
50165,ZCTA5 50165,67,22.6,109,0,0,0,0,0,0,NA,31486
50166,ZCTA5 50166,830,44.9,1540,0,0,0,50,100,0,690,72031
50206,ZCTA5 50206,249,36.8,483,0,0,0,0,4,2,486,65536
50207,ZCTA5 50207,996,48.2,2093,0,0,0,0,39,4,742,60227
50216,ZCTA5 50216,1238,52.2,2455,0,3,0,49,130,23,741,60927
50218,ZCTA5 50218,76,45.2,151,0,0,0,0,3,5,933,54013
50219,ZCTA5 50219,6787,36.2,13568,61,274,0,305,207,51,879,71068
50232,ZCTA5 50232,148,41.7,375,0,0,0,0,0,0,792,61000
50236,ZCTA5 50236,682,41.7,1472,0,0,0,0,64,25,661,74583
50246,ZCTA5 50246,308,49.2,613,0,0,0,2,14,22,580,59250
50247,ZCTA5 50247,1318,42.9,2568,33,46,0,47,51,14,655,64415
50263,ZCTA5 50263,11527,32.9,23858,280,780,0,1281,156,238,1124,94103
50272,ZCTA5 50272,76,29.9,143,0,0,0,0,10,1,NA,42500
50274,ZCTA5 50274,118,43.6,252,0,0,0,0,3,0,625,49321
50275,ZCTA5 50275,292,46.8,566,0,2,0,0,9,5,581,46250
50313,ZCTA5 50313,10054,36.1,19073,1741,512,28,2744,144,80,883,53082
50317,ZCTA5 50317,19444,35.1,37976,2999,852,14,4700,233,241,877,52681
50325,ZCTA5 50325,8422,40,17007,354,950,0,1004,46,109,893,100574
50434,ZCTA5 50434,184,48.3,356,0,2,0,0,8,0,575,39821
50027,ZCTA5 50027,198,44.7,310,11,0,0,0,19,1,608,45893
50041,ZCTA5 50041,54,42,89,0,0,0,0,0,0,NA,NA
50066,ZCTA5 50066,105,30.9,225,0,3,0,40,3,0,908,56250
50069,ZCTA5 50069,515,35.4,1009,0,1,0,41,11,15,689,67386
50072,ZCTA5 50072,1224,41.3,2425,0,15,0,31,50,5,809,71759
50074,ZCTA5 50074,240,60.4,422,0,0,0,0,8,0,NA,70156
50514,ZCTA5 50514,698,49.7,1443,0,0,0,7,5,24,584,45143
50515,ZCTA5 50515,139,44.3,260,0,0,0,0,9,1,425,30903
50527,ZCTA5 50527,139,46.5,224,0,0,0,0,1,0,NA,47917
50536,ZCTA5 50536,2244,40.4,4483,207,39,0,146,70,11,625,52531
50630,ZCTA5 50630,883,42.8,1934,30,11,0,10,3,22,604,55708
50543,ZCTA5 50543,634,46.4,1363,40,0,0,0,28,12,541,44792
50575,ZCTA5 50575,476,46.6,1017,0,0,0,3,22,9,489,51328
50619,ZCTA5 50619,1246,42.4,2421,9,14,0,65,18,20,605,58523
50645,ZCTA5 50645,534,47.8,1113,0,0,0,19,34,21,428,58182
50650,ZCTA5 50650,452,37.7,881,0,0,0,6,13,8,670,47250
50655,ZCTA5 50655,388,37.8,766,0,0,0,3,17,6,575,53750
50667,ZCTA5 50667,320,41.6,738,0,0,0,5,18,3,475,69028
50703,ZCTA5 50703,9524,35.8,18978,6361,204,222,1734,110,200,739,33285
50847,ZCTA5 50847,52,39.7,112,0,0,0,0,0,1,NA,36528
50859,ZCTA5 50859,278,46.1,577,0,0,0,3,3,15,730,45714
50436,ZCTA5 50436,2905,40.2,5845,105,137,0,206,33,28,535,51901
50444,ZCTA5 50444,173,41.2,387,0,0,0,14,0,0,675,69167
50008,ZCTA5 50008,438,40.9,880,28,0,0,7,2,42,416,39353
50022,ZCTA5 50022,4137,44.8,8282,40,33,21,274,163,98,650,45951
50051,ZCTA5 50051,153,40.9,276,0,11,0,6,6,3,388,39750
50054,ZCTA5 50054,1411,41.3,2909,0,13,30,71,19,38,645,64196
50056,ZCTA5 50056,720,38.6,1435,0,0,0,45,12,15,810,63125
50106,ZCTA5 50106,473,41.4,952,0,0,0,36,5,4,600,64286
50118,ZCTA5 50118,488,39.6,952,15,0,0,8,8,5,1125,74583
50119,ZCTA5 50119,186,49,377,0,0,0,3,8,0,725,61500
50133,ZCTA5 50133,194,39.6,401,0,3,0,22,18,5,590,44750
50139,ZCTA5 50139,618,45.7,1237,10,0,0,117,95,4,638,65000
50154,ZCTA5 50154,203,32,424,0,0,0,0,6,4,913,63750
50164,ZCTA5 50164,265,37.6,540,0,0,0,8,22,13,457,61042
50036,ZCTA5 50036,8112,40,16455,98,78,86,531,224,76,721,57151
50055,ZCTA5 50055,415,37.6,903,3,0,0,10,40,5,867,62656
50058,ZCTA5 50058,882,44.6,1909,0,0,0,36,34,23,622,54583
50061,ZCTA5 50061,785,45.2,1678,32,60,0,10,5,18,881,147578
50065,ZCTA5 50065,337,45.8,701,0,0,0,11,12,34,NA,30474
50067,ZCTA5 50067,128,38.6,247,0,16,0,0,5,27,638,46845
50071,ZCTA5 50071,562,50.7,1076,36,0,0,58,23,14,570,55694
50129,ZCTA5 50129,2248,46,4906,14,35,0,204,44,12,585,56046
50150,ZCTA5 50150,571,37,1015,0,0,0,0,17,16,653,53828
50155,ZCTA5 50155,153,46.7,300,0,0,0,3,13,1,763,37750
50201,ZCTA5 50201,4292,38.2,8303,63,43,0,247,112,14,680,64335
50248,ZCTA5 50248,1848,42.9,4321,0,59,0,56,103,27,763,74000
50251,ZCTA5 50251,707,40.4,1426,20,0,0,0,41,3,725,65795
50264,ZCTA5 50264,249,42,460,0,0,0,0,26,1,NA,43333
50265,ZCTA5 50265,15945,37.8,32135,1751,1723,23,2389,134,110,897,70558
50309,ZCTA5 50309,3653,30,7008,1438,732,80,426,70,22,821,44804
50311,ZCTA5 50311,7514,28.1,15740,2116,913,0,1143,78,50,723,47182
50428,ZCTA5 50428,4466,50.4,9339,48,204,8,207,49,113,644,57039
50438,ZCTA5 50438,2018,45.1,4109,13,0,8,77,14,24,622,67500
50447,ZCTA5 50447,634,37.4,1304,27,24,0,88,19,4,607,54219
50449,ZCTA5 50449,377,37.4,759,4,0,0,41,17,13,541,58553
50457,ZCTA5 50457,150,55.1,340,0,0,0,0,0,12,721,64028
50477,ZCTA5 50477,108,61.3,211,0,0,0,0,8,1,538,57500
50478,ZCTA5 50478,380,48.8,773,0,0,0,52,3,3,731,46406
50484,ZCTA5 50484,197,51.2,404,11,0,0,10,7,12,483,57500
50517,ZCTA5 50517,575,46.2,1094,51,4,0,27,3,5,509,51389
50519,ZCTA5 50519,305,44.3,623,0,0,0,12,23,2,492,50096
50529,ZCTA5 50529,409,39,798,0,0,0,45,2,1,735,47813
50545,ZCTA5 50545,97,39.8,233,8,0,0,16,2,0,NA,33558
50578,ZCTA5 50578,303,44.7,584,0,0,0,16,12,4,525,38281
50579,ZCTA5 50579,1593,46.5,2682,76,7,0,66,0,32,574,46458
50003,ZCTA5 50003,3554,39.7,7118,35,40,0,32,59,66,695,85357
50009,ZCTA5 50009,9526,35.7,19559,167,113,124,586,79,150,924,80181
50025,ZCTA5 50025,1476,47,3107,20,26,0,19,18,30,668,50599
50044,ZCTA5 50044,419,42.3,913,0,0,0,2,18,3,514,52500
50032,ZCTA5 50032,101,49.3,277,0,0,0,0,0,0,NA,41311
50034,ZCTA5 50034,176,47.3,359,0,0,0,0,3,2,568,57125
50035,ZCTA5 50035,3819,31.2,7660,0,41,0,296,17,38,1028,87292
50050,ZCTA5 50050,350,46.8,721,9,5,0,6,4,7,539,46979
50063,ZCTA5 50063,1294,39.8,2469,37,2,0,39,13,47,694,72039
50068,ZCTA5 50068,147,35.4,341,0,0,0,0,42,0,NA,60000
50582,ZCTA5 50582,137,42.5,264,0,0,0,0,0,2,663,38333
50597,ZCTA5 50597,600,46.8,1195,0,0,0,20,2,0,653,47500
50612,ZCTA5 50612,151,58.3,333,0,0,0,0,0,0,NA,74750
50626,ZCTA5 50626,835,41.7,1721,4,0,0,6,27,24,639,68929
50629,ZCTA5 50629,1074,39.5,2220,0,0,0,0,21,25,695,70694
50633,ZCTA5 50633,210,52.5,375,0,0,0,9,0,7,904,76012
50638,ZCTA5 50638,1633,44,3297,47,25,0,0,33,38,564,64231
50642,ZCTA5 50642,228,34.4,509,0,0,0,0,2,3,734,68194
50666,ZCTA5 50666,579,36.1,1106,0,0,0,0,2,10,589,71625
50681,ZCTA5 50681,201,51.5,405,0,6,0,4,4,4,706,59904
50701,ZCTA5 50701,15669,38.4,31102,2362,896,105,1090,154,139,722,54297
50439,ZCTA5 50439,89,53.8,168,0,0,0,11,0,0,NA,45000
50440,ZCTA5 50440,303,34.4,557,0,0,0,1,2,4,475,65250
50441,ZCTA5 50441,2549,41.4,5371,110,0,0,1018,60,13,706,53172
50451,ZCTA5 50451,299,38.7,505,0,2,0,17,0,0,742,40972
50461,ZCTA5 50461,2764,46.6,5583,6,20,0,37,54,43,565,56620
50468,ZCTA5 50468,680,48,1366,14,8,0,6,9,16,481,57125
50472,ZCTA5 50472,1124,41.9,2335,0,29,0,9,4,22,540,54145
50483,ZCTA5 50483,343,41.7,652,3,1,0,18,10,2,477,67500
50516,ZCTA5 50516,277,45,598,0,0,3,17,0,5,494,61364
50518,ZCTA5 50518,234,33.4,442,0,0,0,62,3,1,730,61250
50522,ZCTA5 50522,522,40.8,986,8,2,0,5,2,2,591,67500
50525,ZCTA5 50525,1730,45.4,3487,4,10,0,615,13,13,676,52426
50535,ZCTA5 50535,485,36.1,1024,51,0,0,28,0,9,598,51964
50546,ZCTA5 50546,124,50.2,244,0,0,0,0,10,2,NA,38750
50558,ZCTA5 50558,332,41,634,0,0,0,5,21,0,536,57083
50559,ZCTA5 50559,166,49.3,287,1,2,0,2,1,2,583,55208
50562,ZCTA5 50562,192,45.9,381,0,0,0,16,15,4,719,53654
50565,ZCTA5 50565,226,47.1,425,0,0,0,64,5,6,617,56250
50571,ZCTA5 50571,197,44.7,406,0,0,0,7,20,5,417,60962
50590,ZCTA5 50590,412,45.5,853,0,0,0,59,12,3,754,38864
50602,ZCTA5 50602,777,40.6,1550,10,62,0,29,5,8,527,56698
50603,ZCTA5 50603,285,43.3,581,0,19,0,6,25,7,450,50625
50625,ZCTA5 50625,590,44.6,1042,0,0,0,16,18,2,595,55167
50644,ZCTA5 50644,4239,42.4,8849,16,96,0,218,57,85,733,59257
50075,ZCTA5 50075,422,36.1,838,0,0,0,98,6,7,847,71667
50002,ZCTA5 50002,738,41.6,1460,14,21,0,50,48,3,821,53750
50005,ZCTA5 50005,585,38.6,1073,0,0,0,20,32,6,750,61161
50006,ZCTA5 50006,837,43.1,1651,38,0,3,55,28,11,575,60568
50038,ZCTA5 50038,50,57.1,86,0,0,0,0,0,0,NA,NA
50042,ZCTA5 50042,137,54,257,0,0,0,0,8,9,525,51786
50103,ZCTA5 50103,239,42.1,462,0,0,0,0,20,8,450,57727
50105,ZCTA5 50105,489,37.6,955,13,9,0,37,19,12,690,87375
50109,ZCTA5 50109,1611,40.7,3058,11,0,0,58,6,38,1017,90952
50131,ZCTA5 50131,9795,38.2,20920,581,969,0,411,52,106,1133,98057
50134,ZCTA5 50134,422,46.2,749,0,65,0,35,1,9,687,78500
50138,ZCTA5 50138,5645,42.7,11741,122,31,0,244,306,61,640,53576
50149,ZCTA5 50149,481,49.9,903,0,0,0,0,32,20,719,47917
50156,ZCTA5 50156,2390,44,4865,3,0,0,45,70,10,759,70788
50158,ZCTA5 50158,15551,38.3,30902,327,1391,13,8420,500,120,682,52676
50217,ZCTA5 50217,345,38.8,636,0,9,0,7,10,0,646,67500
50230,ZCTA5 50230,511,46.3,1050,0,0,0,34,10,13,402,63889
50310,ZCTA5 50310,15618,35.4,31877,2778,3264,71,2214,330,220,849,61636
50231,ZCTA5 50231,78,36.5,170,0,0,0,30,2,0,750,58750
50261,ZCTA5 50261,1370,39.5,2621,0,21,19,56,17,27,994,106696
50271,ZCTA5 50271,322,39.4,631,2,2,0,37,7,6,1024,57159
50312,ZCTA5 50312,7676,40.3,16173,1016,488,0,768,86,54,793,63826
50320,ZCTA5 50320,11240,31,22209,2203,2386,0,3794,25,88,862,59073
50321,ZCTA5 50321,4216,30.5,9134,1868,151,0,907,9,6,866,59059
50322,ZCTA5 50322,15451,38.8,31177,1477,886,73,1627,241,73,885,68845
50432,ZCTA5 50432,130,49,246,10,0,0,1,14,1,546,37115
50482,ZCTA5 50482,426,51.1,841,0,0,0,23,16,13,789,66250
50532,ZCTA5 50532,458,41.8,892,1,0,0,5,5,8,488,48000
50533,ZCTA5 50533,1972,39.1,3872,0,0,0,385,50,10,626,49593
50538,ZCTA5 50538,234,46,474,16,0,0,6,2,9,522,48500
50540,ZCTA5 50540,478,46.9,932,3,0,3,77,0,8,484,61534
50843,ZCTA5 50843,239,47.3,468,0,0,0,1,5,0,600,56250
50830,ZCTA5 50830,850,41.8,1799,0,6,0,18,24,31,642,54000
50853,ZCTA5 50853,352,38,673,0,10,0,0,11,15,558,53214
50854,ZCTA5 50854,1212,44.5,2587,3,44,0,79,14,38,615,48036
50001,ZCTA5 50001,313,38,788,0,0,108,0,28,7,850,90250
50007,ZCTA5 50007,232,44.8,480,0,0,0,4,2,1,NA,93438
50010,ZCTA5 50010,17647,29.9,33965,801,4393,25,1419,307,79,842,53887
50014,ZCTA5 50014,16399,22.9,30231,783,2764,6,1073,313,124,955,42342
50039,ZCTA5 50039,186,54.5,376,0,0,0,1,0,1,597,71477
50047,ZCTA5 50047,3008,36.1,6120,0,45,0,70,20,23,766,68702
50048,ZCTA5 50048,399,52.1,778,0,0,0,34,64,0,775,49417
50062,ZCTA5 50062,333,34.3,690,0,0,0,0,3,2,600,41250
50073,ZCTA5 50073,583,37.8,1143,13,3,0,44,3,10,900,62823
