ID,State ID,County ID,County Area Name,Type,City where County Gov.'s responding office is located,State,ZIP,ZIP -suffix,"Population as of July 1, 2011 (Vintage 2013)",FIPS State,FIPS County,FIPS Place,"* This file includes all county-type areas in the United States.  Not all county-type areas have independent county-level governments (labeled as census counties, independent cities, or other).  Some areas are governed by legally consolidated city-county governments; others are incorporated as independent cities.  Census counties refer to areas with certain types of county offices that are included as part of another government.  Boroughs are unique to Alaska: parishes to Louisiana.  For more information, see Appendix A of Individual State Descriptions at http://www.census.gov/govs/cog/2012isd.pdf.    ",
15038,15,038,JAY,COUNTY,PORTLAND,IN,47371,,21374,18,075,99075,,
15039,15,039,JEFFERSON,COUNTY,MADISON,IN,47250,,32314,18,077,99077,,
15040,15,040,JENNINGS,COUNTY,Vernon,IN,47282,,28203,18,079,99079,,
15041,15,041,JOHNSON,COUNTY,FRANKLIN,IN,46131,,141508,18,081,99081,,
15042,15,042,KNOX,COUNTY,Vincennes,IN,47591,,38475,18,083,99083,,
15043,15,043,KOSCIUSKO,COUNTY,WARSAW,IN,46580,,77381,18,085,99085,,
15044,15,044,LAGRANGE,COUNTY,Lagrange,IN,46761,,37464,18,087,99087,,
15045,15,045,LAKE,COUNTY,CROWN POINT,IN,46307,,494833,18,089,99089,,
15046,15,046,LA PORTE,COUNTY,LAPORTE,IN,46350,,111205,18,091,99091,,
15047,15,047,LAWRENCE,COUNTY,BEDFORD,IN,47421,,46076,18,093,99093,,
15048,15,048,MADISON,COUNTY,ANDERSON,IN,46016,,131098,18,095,99095,,
15049,15,049,MARION,CENSUS COUNTY,,,,,910900,,,,Offices for Marion County are included in the city government of Indianapolis,
15050,15,050,MARSHALL,COUNTY,PLYMOUTH,IN,46563,,47005,18,099,99099,,
15051,15,051,MARTIN,COUNTY,SHOALS,IN,47581,,10296,18,101,99101,,
15052,15,052,MIAMI,COUNTY,PERU,IN,46970,,36589,18,103,99103,,
15053,15,053,MONROE,COUNTY,BLOOMINGTON,IN,47404,,140305,18,105,99105,,
15054,15,054,MONTGOMERY,COUNTY,CRAWFORDSVILLE,IN,47933,,38374,18,107,99107,,
15055,15,055,MORGAN,COUNTY,MARTINSVILLE,IN,46151,,69209,18,109,99109,,
15056,15,056,NEWTON,COUNTY,KENTLAND,IN,47951,,14132,18,111,99111,,
15057,15,057,NOBLE,COUNTY,ALBION,IN,46701,,47465,18,113,99113,,
15058,15,058,OHIO,COUNTY,RISING SUN,IN,47040,,6074,18,115,99115,,
15059,15,059,ORANGE,COUNTY,PAOLI,IN,47454,,19912,18,117,99117,,
15060,15,060,OWEN,COUNTY,SPENCER,IN,47460,,21538,18,119,99119,,
15061,15,061,PARKE,COUNTY,ROCKVILLE,IN,47872,,17123,18,121,99121,,
15062,15,062,PERRY,COUNTY,TELL CITY,IN,47586,,19474,18,123,99123,,
15063,15,063,PIKE,COUNTY,PETERSBURG,IN,47567,,12745,18,125,99125,,
15064,15,064,PORTER,COUNTY,VALPARAISO,IN,46383,,165520,18,127,99127,,
15065,15,065,POSEY,COUNTY,MOUNT VERNON,IN,47620,,25673,18,129,99129,,
15066,15,066,PULASKI,COUNTY,WINAMAC,IN,46996,,13292,18,131,99131,,
15067,15,067,PUTNAM,COUNTY,GREENCASTLE,IN,46135,,37858,18,133,99133,,
15068,15,068,RANDOLPH,COUNTY,WINCHESTER,IN,47394,,25997,18,135,99135,,
15069,15,069,RIPLEY,COUNTY,Versailles,IN,47042,,28730,18,137,99137,,
15070,15,070,RUSH,COUNTY,RUSHVILLE,IN,46173,,17327,18,139,99139,,
15071,15,071,ST JOSEPH,COUNTY,SOUTH BEND,IN,46601,,266703,18,141,99141,,
15072,15,072,SCOTT,COUNTY,Scottsburg,IN,47170,,24002,18,143,99143,,
15073,15,073,SHELBY,COUNTY,SHELBYVILLE,IN,46176,,44403,18,145,99145,,
15074,15,074,SPENCER,COUNTY,Rockport,IN,47635,,21075,18,147,99147,,
15075,15,075,STARKE,COUNTY,KNOX,IN,46534,,23226,18,149,99149,,
15076,15,076,STEUBEN,COUNTY,ANGOLA,IN,46703,,34079,18,151,99151,,
15077,15,077,SULLIVAN,COUNTY,SULLIVAN,IN,47882,,21250,18,153,99153,,
15078,15,078,SWITZERLAND,COUNTY,VEVAY,IN,47043,,10563,18,155,99155,,
15079,15,079,TIPPECANOE,COUNTY,LAFAYETTE,IN,47901,,175263,18,157,99157,,
15080,15,080,TIPTON,COUNTY,Tipton,IN,46072,,15844,18,159,99159,,
15081,15,081,UNION,COUNTY,LIBERTY,IN,47353,,7475,18,161,99161,,
15082,15,082,VANDERBURGH,COUNTY,EVANSVILLE,IN,47708,,180284,18,163,99163,,
15083,15,083,VERMILLION,COUNTY,NEWPORT,IN,47966,,16127,18,165,99165,,
15084,15,084,VIGO,COUNTY,TERRE HAUTE,IN,47807,,108293,18,167,99167,,
15085,15,085,WABASH,COUNTY,WABASH,IN,46992,,32584,18,169,99169,,
15086,15,086,WARREN,COUNTY,WILLIAMSPORT,IN,47993,,8476,18,171,99171,,
15087,15,087,WARRICK,COUNTY,Boonville,IN,47601,,60262,18,173,99173,,
15088,15,088,WASHINGTON,COUNTY,Campbellsburg,IN,47108,,28193,18,175,99175,,
15089,15,089,WAYNE,COUNTY,RICHMOND,IN,47374,,68752,18,177,99177,,
15090,15,090,WELLS,COUNTY,BLUFFTON,IN,46714,,27724,18,179,99179,,
15091,15,091,WHITE,COUNTY,MONTICELLO,IN,47960,,24534,18,181,99181,,
15092,15,092,WHITLEY,COUNTY,COLUMBIA CITY,IN,46725,,33302,18,183,99183,,
16001,16,001,ADAIR,COUNTY,GREENFIELD,IA,50849,,7585,19,001,99001,,
16002,16,002,ADAMS,COUNTY,CORNING,IA,50841,,3994,19,003,99003,,
16003,16,003,ALLAMAKEE,COUNTY,Waukon,IA,52172,,14231,19,005,99005,,
16004,16,004,APPANOOSE,COUNTY,CENTERVILLE,IA,52544,,12869,19,007,99007,,
16005,16,005,AUDUBON,COUNTY,Audubon,IA,50025,,6016,19,009,99009,,
16006,16,006,BENTON,COUNTY,VINTON,IA,52349,,26132,19,011,99011,,
16007,16,007,BLACK HAWK,COUNTY,Waterloo,IA,50703,,131401,19,013,99013,,
16008,16,008,BOONE,COUNTY,BOONE,IA,50036,,26335,19,015,99015,,
16009,16,009,BREMER,COUNTY,WAVERLY,IA,50677,,24371,19,017,99017,,
16010,16,010,BUCHANAN,COUNTY,INDEPENDENCE,IA,50644,,20885,19,019,99019,,
16011,16,011,BUENA VISTA,COUNTY,STORM LAKE,IA,50588,,20284,19,021,99021,,
16012,16,012,BUTLER,COUNTY,ALLISON,IA,50602,,14948,19,023,99023,,
16013,16,013,CALHOUN,COUNTY,ROCKWELL CITY,IA,50579,,10059,19,025,99025,,
16014,16,014,CARROLL,COUNTY,Carroll,IA,51401,,20837,19,027,99027,,
16015,16,015,CASS,COUNTY,ATLANTIC,IA,50022,,13774,19,029,99029,,
16016,16,016,CEDAR,COUNTY,TIPTON,IA,52772,,18453,19,031,99031,,
16017,16,017,CERRO GORDO,COUNTY,MASON CITY,IA,50401,,43986,19,033,99033,,
16018,16,018,CHEROKEE,COUNTY,CHEROKEE,IA,51012,,12047,19,035,99035,,
16019,16,019,CHICKASAW,COUNTY,NEW HAMPTON,IA,50659,,12411,19,037,99037,,
16020,16,020,CLARKE,COUNTY,OSCEOLA,IA,50213,,9313,19,039,99039,,
16021,16,021,CLAY,COUNTY,SPENCER,IA,51301,,16603,19,041,99041,,
16022,16,022,CLAYTON,COUNTY,ELKADER,IA,52043,,17989,19,043,99043,,
16023,16,023,CLINTON,COUNTY,CLINTON,IA,52733,,49098,19,045,99045,,
16024,16,024,CRAWFORD,COUNTY,DENISON,IA,51442,,17218,19,047,99047,,
16025,16,025,DALLAS,COUNTY,Adel,IA,50003,,69732,19,049,99049,,
16026,16,026,DAVIS,COUNTY,Bloomfield,IA,52537,,8774,19,051,99051,,
16027,16,027,DECATUR,COUNTY,LEON,IA,50144,,8245,19,053,99053,,
16028,16,028,DELAWARE,COUNTY,MANCHESTER,IA,52057,,17657,19,055,99055,,
16029,16,029,DES MOINES,COUNTY,BURLINGTON,IA,52601,,40088,19,057,99057,,
16030,16,030,DICKINSON,COUNTY,SPIRIT LAKE,IA,51360,,16864,19,059,99059,,
16031,16,031,DUBUQUE,COUNTY,Dubuque,IA,52001,,94460,19,061,99061,,
16032,16,032,EMMET,COUNTY,ESTHERVILLE,IA,51334,,10072,19,063,99063,,
16033,16,033,FAYETTE,COUNTY,WEST UNION,IA,52175,,20974,19,065,99065,,
16034,16,034,FLOYD,COUNTY,CHARLES CITY,IA,50616,,16113,19,067,99067,,
16035,16,035,FRANKLIN,COUNTY,HAMPTON,IA,50441,,10684,19,069,99069,,
16036,16,036,FREMONT,COUNTY,SIDNEY,IA,51652,,7361,19,071,99071,,
16037,16,037,GREENE,COUNTY,JEFFERSON,IA,50129,,9305,19,073,99073,,
16038,16,038,GRUNDY,COUNTY,GRUNDY CENTER,IA,50638,,12449,19,075,99075,,
16039,16,039,GUTHRIE,COUNTY,Guthrie Center,IA,50115,,10865,19,077,99077,,
16040,16,040,HAMILTON,COUNTY,WEBSTER CITY,IA,50595,,15450,19,079,99079,,
16041,16,041,HANCOCK,COUNTY,GARNER,IA,50438,,11277,19,081,99081,,
16042,16,042,HARDIN,COUNTY,ELDORA,IA,50627,,17382,19,083,99083,,
16043,16,043,HARRISON,COUNTY,Logan,IA,51546,,14795,19,085,99085,,
16044,16,044,HENRY,COUNTY,MOUNT PLEASANT,IA,52641,,20299,19,087,99087,,
16045,16,045,HOWARD,COUNTY,CRESCO,IA,52136,,9550,19,089,99089,,
16046,16,046,HUMBOLDT,COUNTY,Dakota City,IA,50529,,9803,19,091,99091,,
16047,16,047,IDA,COUNTY,IDA GROVE,IA,51445,,7084,19,093,99093,,
16048,16,048,IOWA,COUNTY,MARENGO,IA,52301,,16336,19,095,99095,,
16049,16,049,JACKSON,COUNTY,MAQUOKETA,IA,52060,,19721,19,097,99097,,
16050,16,050,JASPER,COUNTY,NEWTON,IA,50208,,36624,19,099,99099,,
16051,16,051,JEFFERSON,COUNTY,FAIRFIELD,IA,52556,,16843,19,101,99101,,
16052,16,052,JOHNSON,COUNTY,IOWA CITY,IA,52240,,133477,19,103,99103,,
16053,16,053,JONES,COUNTY,ANAMOSA,IA,52205,,20731,19,105,99105,,
16054,16,054,KEOKUK,COUNTY,Sigourney,IA,52591,,10368,19,107,99107,,
16055,16,055,KOSSUTH,COUNTY,ALGONA,IA,50511,,15367,19,109,99109,,
16056,16,056,LEE,COUNTY,FORT MADISON,IA,52627,,35621,19,111,99111,,
16057,16,057,LINN,COUNTY,CEDAR RAPIDS,IA,52404,,213993,19,113,99113,,
16058,16,058,LOUISA,COUNTY,WAPELLO,IA,52653,,11365,19,115,99115,,
16059,16,059,LUCAS,COUNTY,CHARITON,IA,50049,,8841,19,117,99117,,
16060,16,060,LYON,COUNTY,ROCK RAPIDS,IA,51246,,11693,19,119,99119,,
16061,16,061,MADISON,COUNTY,Winterset,IA,50273,,15722,19,121,99121,,
16062,16,062,MAHASKA,COUNTY,OSKALOOSA,IA,52577,,22516,19,123,99123,,
16063,16,063,MARION,COUNTY,KNOXVILLE,IA,50138,,33302,19,125,99125,,
16064,16,064,MARSHALL,COUNTY,MARSHALLTOWN,IA,50158,,40967,19,127,99127,,
16065,16,065,MILLS,COUNTY,GLENWOOD,IA,51534,,15015,19,129,99129,,
16066,16,066,MITCHELL,COUNTY,Osage,IA,50461,,10706,19,131,99131,,
16067,16,067,MONONA,COUNTY,ONAWA,IA,51040,,9269,19,133,99133,,
16068,16,068,MONROE,COUNTY,Albia,IA,52531,,8052,19,135,99135,,
16069,16,069,MONTGOMERY,COUNTY,RED OAK,IA,51566,,10650,19,137,99137,,
16070,16,070,MUSCATINE,COUNTY,MUSCATINE,IA,52761,,42763,19,139,99139,,
16071,16,071,O BRIEN,COUNTY,PRIMGHAR,IA,51245,,14206,19,141,99141,,
16072,16,072,OSCEOLA,COUNTY,SIBLEY,IA,51249,,6306,19,143,99143,,
16073,16,073,PAGE,COUNTY,CLARINDA,IA,51632,,15920,19,145,99145,,
16074,16,074,PALO ALTO,COUNTY,EMMETSBURG,IA,50536,,9372,19,147,99147,,
16075,16,075,PLYMOUTH,COUNTY,LE MARS,IA,51031,,24875,19,149,99149,,
16076,16,076,POCAHONTAS,COUNTY,POCAHONTAS,IA,50574,,7217,19,151,99151,,
16077,16,077,POLK,COUNTY,DES MOINES,IA,50309,,437809,19,153,99153,,
16078,16,078,POTTAWATTAMIE,COUNTY,Council Bluffs,IA,51501,,93474,19,155,99155,,
16079,16,079,POWESHIEK,COUNTY,MONTEZUMA,IA,50171,,18837,19,157,99157,,
16080,16,080,RINGGOLD,COUNTY,Mount Ayr,IA,50854,,5110,19,159,99159,,
16081,16,081,SAC,COUNTY,SAC CITY,IA,50583,,10216,19,161,99161,,
16082,16,082,SCOTT,COUNTY,DAVENPORT,IA,52801,,166995,19,163,99163,,
16083,16,083,SHELBY,COUNTY,HARLAN,IA,51537,,12057,19,165,99165,,
16084,16,084,SIOUX,COUNTY,ORANGE CITY,IA,51041,,34029,19,167,99167,,
16085,16,085,STORY,COUNTY,NEVADA,IA,50201,,90834,19,169,99169,,
16086,16,086,TAMA,COUNTY,TOLEDO,IA,52342,,17628,19,171,99171,,
16087,16,087,TAYLOR,COUNTY,BEDFORD,IA,50833,,6252,19,173,99173,,
16088,16,088,UNION,COUNTY,CRESTON,IA,50801,,12537,19,175,99175,,
16089,16,089,VAN BUREN,COUNTY,KEOSAUQUA,IA,52565,,7500,19,177,99177,,
16090,16,090,WAPELLO,COUNTY,OTTUMWA,IA,52501,,35444,19,179,99179,,
16091,16,091,WARREN,COUNTY,Indianola,IA,50125,,46651,19,181,99181,,
16092,16,092,WASHINGTON,COUNTY,WASHINGTON,IA,52353,,21826,19,183,99183,,
16093,16,093,WAYNE,COUNTY,CORYDON,IA,50060,,6359,19,185,99185,,
16094,16,094,WEBSTER,COUNTY,Fort Dodge,IA,50501,,37700,19,187,99187,,
16095,16,095,WINNEBAGO,COUNTY,Forest City,IA,50436,,10729,19,189,99189,,
16096,16,096,WINNESHIEK,COUNTY,Decorah,IA,52101,,21041,19,191,99191,,
16097,16,097,WOODBURY,COUNTY,Sioux City,IA,51101,,102501,19,193,99193,,
16098,16,098,WORTH,COUNTY,NORTHWOOD,IA,50459,,7568,19,195,99195,,
16099,16,099,WRIGHT,COUNTY,CLARION,IA,50525,,13045,19,197,99197,,
17001,17,001,ALLEN,COUNTY,IOLA,KS,66749,,13350,20,001,99001,,
17002,17,002,ANDERSON,COUNTY,GARNETT,KS,66032,,8065,20,003,99003,,
17003,17,003,ATCHISON,COUNTY,ATCHISON,KS,66002,,16788,20,005,99005,,
17004,17,004,BARBER,COUNTY,MEDICINE LODGE,KS,67104,,4933,20,007,99007,,
17005,17,005,BARTON,COUNTY,GREAT BEND,KS,67530,,27709,20,009,99009,,
17006,17,006,BOURBON,COUNTY,FORT SCOTT,KS,66701,,14953,20,011,99011,,
17007,17,007,BROWN,COUNTY,HIAWATHA,KS,66434,,9987,20,013,99013,,
17008,17,008,BUTLER,COUNTY,EL DORADO,KS,67042,,65861,20,015,99015,,
17009,17,009,CHASE,COUNTY,COTTONWOOD FALLS,KS,66845,,2795,20,017,99017,,
17010,17,010,CHAUTAUQUA,COUNTY,SEDAN,KS,67361,,3611,20,019,99019,,
17011,17,011,CHEROKEE,COUNTY,COLUMBUS,KS,66725,,21392,20,021,99021,,
17012,17,012,CHEYENNE,COUNTY,SAINT FRANCIS,KS,67756,,2702,20,023,99023,,
17013,17,013,CLARK,COUNTY,ASHLAND,KS,67831,,2129,20,025,99025,,
17014,17,014,CLAY,COUNTY,CLAY CENTER,KS,67432,,8523,20,027,99027,,
17015,17,015,CLOUD,COUNTY,CONCORDIA,KS,66901,,9376,20,029,99029,,
17016,17,016,COFFEY,COUNTY,BURLINGTON,KS,66839,,8524,20,031,99031,,
17017,17,017,COMANCHE,COUNTY,Coldwater,KS,67029,,1885,20,033,99033,,
17018,17,018,COWLEY,COUNTY,WINFIELD,KS,67156,,36216,20,035,99035,,
17019,17,019,CRAWFORD,COUNTY,GIRARD,KS,66743,,39159,20,037,99037,,
17020,17,020,DECATUR,COUNTY,OBERLIN,KS,67749,,2920,20,039,99039,,
17021,17,021,DICKINSON,COUNTY,ABILENE,KS,67410,,19725,20,041,99041,,
17022,17,022,DONIPHAN,COUNTY,TROY,KS,66087,,7944,20,043,99043,,
17023,17,023,DOUGLAS,COUNTY,LAWRENCE,KS,66044,,112372,20,045,99045,,
17024,17,024,EDWARDS,COUNTY,KINSLEY,KS,67547,,3016,20,047,99047,,
17025,17,025,ELK,COUNTY,Howard,KS,67340,,2797,20,049,99049,,
17026,17,026,ELLIS,COUNTY,HAYS,KS,67601,,28768,20,051,99051,,
17027,17,027,ELLSWORTH,COUNTY,ELLSWORTH,KS,67439,,6457,20,053,99053,,
17028,17,028,FINNEY,COUNTY,GARDEN CITY,KS,67846,,37097,20,055,99055,,
17029,17,029,FORD,COUNTY,DODGE CITY,KS,67801,,34378,20,057,99057,,
17030,17,030,FRANKLIN,COUNTY,OTTAWA,KS,66067,,25898,20,059,99059,,
17031,17,031,GEARY,COUNTY,JUNCTION CITY,KS,66441,,35433,20,061,99061,,
17032,17,032,GOVE,COUNTY,GOVE,KS,67736,,2687,20,063,99063,,
17033,17,033,GRAHAM,COUNTY,HILL CITY,KS,67642,,2641,20,065,99065,,
17034,17,034,GRANT,COUNTY,ULYSSES,KS,67880,,7912,20,067,99067,,
17035,17,035,GRAY,COUNTY,CIMARRON,KS,67835,,6106,20,069,99069,,
17036,17,036,GREELEY,CONS CITY-COUNTY,TRIBUNE,KS,67879,,1250,20,071,28410,,
17037,17,037,GREENWOOD,COUNTY,Eureka,KS,67745,,6614,20,073,99073,,
17038,17,038,HAMILTON,COUNTY,SYRACUSE,KS,67878,,2625,20,075,99075,,
17039,17,039,HARPER,COUNTY,ANTHONY,KS,67003,,5946,20,077,99077,,
17040,17,040,HARVEY,COUNTY,NEWTON,KS,67114,,34725,20,079,99079,,
17041,17,041,HASKELL,COUNTY,SUBLETTE,KS,67877,,4242,20,081,99081,,
17042,17,042,HODGEMAN,COUNTY,JETMORE,KS,67854,,1983,20,083,99083,,
17043,17,043,JACKSON,COUNTY,HOLTON,KS,66436,,13472,20,085,99085,,
17044,17,044,JEFFERSON,COUNTY,OSKALOOSA,KS,66066,,18981,20,087,99087,,
17045,17,045,JEWELL,COUNTY,MANKATO,KS,66956,,3088,20,089,99089,,
17046,17,046,JOHNSON,COUNTY,OLATHE,KS,66061,,552874,20,091,99091,,
17047,17,047,KEARNY,COUNTY,LAKIN,KS,67860,,3959,20,093,99093,,
17048,17,048,KINGMAN,COUNTY,KINGMAN,KS,67068,,7896,20,095,99095,,
17049,17,049,KIOWA,COUNTY,GREENSBURG,KS,67054,,2557,20,097,99097,,
17050,17,050,LABETTE,COUNTY,OSWEGO,KS,67356,,21425,20,099,99099,,
17051,17,051,LANE,COUNTY,DIGHTON,KS,67839,,1764,20,101,99101,,
17052,17,052,LEAVENWORTH,COUNTY,LEAVENWORTH,KS,66048,,77109,20,103,99103,,
17053,17,053,LINCOLN,COUNTY,LINCOLN,KS,67455,,3203,20,105,99105,,
17054,17,054,LINN,COUNTY,MOUND CITY,KS,66056,,9603,20,107,99107,,
17055,17,055,LOGAN,COUNTY,OAKLEY,KS,67748,,2770,20,109,99109,,
17056,17,056,LYON,COUNTY,EMPORIA,KS,66801,,33646,20,111,99111,,
17057,17,057,MCPHERSON,COUNTY,McPherson,KS,67460,,29202,20,113,99113,,
17058,17,058,MARION,COUNTY,Marion,KS,66861,,12542,20,115,99115,,
17059,17,059,MARSHALL,COUNTY,MARYSVILLE,KS,66508,,10007,20,117,99117,,
17060,17,060,MEADE,COUNTY,MEADE,KS,67864,,4542,20,119,99119,,
17061,17,061,MIAMI,COUNTY,PAOLA,KS,66071,,32669,20,121,99121,,
17062,17,062,MITCHELL,COUNTY,TIPTON,KS,67485,,6312,20,123,99123,,
17063,17,063,MONTGOMERY,COUNTY,INDEPENDENCE,KS,67301,,34738,20,125,99125,,
17064,17,064,MORRIS,COUNTY,COUNCIL GROVE,KS,66846,,5865,20,127,99127,,
17065,17,065,MORTON,COUNTY,ELKHART,KS,67950,,3173,20,129,99129,,
17066,17,066,NEMAHA,COUNTY,SENECA,KS,66538,,10127,20,131,99131,,
17067,17,067,NEOSHO,COUNTY,Erie,KS,66733,,16460,20,133,99133,,
17068,17,068,NESS,COUNTY,Ness City,KS,67560,,3128,20,135,99135,,
17069,17,069,NORTON,COUNTY,NORTON,KS,67654,,5671,20,137,99137,,
17070,17,070,OSAGE,COUNTY,LYNDON,KS,66451,,16360,20,139,99139,,
17071,17,071,OSBORNE,COUNTY,OSBORNE,KS,67473,,3843,20,141,99141,,
17072,17,072,OTTAWA,COUNTY,MINNEAPOLIS,KS,67467,,6083,20,143,99143,,
17073,17,073,PAWNEE,COUNTY,LARNED,KS,67550,,7041,20,145,99145,,
17074,17,074,PHILLIPS,COUNTY,PHILLIPSBURG,KS,67661,,5547,20,147,99147,,
17075,17,075,POTTAWATOMIE,COUNTY,WESTMORELAND,KS,66549,,22044,20,149,99149,,
17076,17,076,PRATT,COUNTY,PRATT,KS,67124,,9654,20,151,99151,,
17077,17,077,RAWLINS,COUNTY,ATWOOD,KS,67730,,2544,20,153,99153,,
17078,17,078,RENO,COUNTY,Hutchinson,KS,67501,,64400,20,155,99155,,
17079,17,079,REPUBLIC,COUNTY,BELLEVILLE,KS,66935,,4914,20,157,99157,,
17080,17,080,RICE,COUNTY,LYONS,KS,67554,,10092,20,159,99159,,
17081,17,081,RILEY,COUNTY,MANHATTAN,KS,66502,,73254,20,161,99161,,
17082,17,082,ROOKS,COUNTY,STOCKTON,KS,67669,,5191,20,163,99163,,
17083,17,083,RUSH,COUNTY,LA CROSSE,KS,67548,,3201,20,165,99165,,
17084,17,084,RUSSELL,COUNTY,RUSSELL,KS,67665,,6962,20,167,99167,,
17085,17,085,SALINE,COUNTY,SALINA,KS,67402,,55698,20,169,99169,,
17086,17,086,SCOTT,COUNTY,SCOTT CITY,KS,67871,,4913,20,171,99171,,
17087,17,087,SEDGWICK,COUNTY,WICHITA,KS,67203,,500715,20,173,99173,,
17088,17,088,SEWARD,COUNTY,LIBERAL,KS,67901,,23204,20,175,99175,,
17089,17,089,SHAWNEE,COUNTY,TOPEKA,KS,66603,,178936,20,177,99177,,
17090,17,090,SHERIDAN,COUNTY,Hoxie,KS,67740,,2545,20,179,99179,,
17091,17,091,SHERMAN,COUNTY,GOODLAND,KS,67735,,6050,20,181,99181,,
17092,17,092,SMITH,COUNTY,SMITH CENTER,KS,66967,,3789,20,183,99183,,
17093,17,093,STAFFORD,COUNTY,SAINT JOHN,KS,67576,,4396,20,185,99185,,
17094,17,094,STANTON,COUNTY,JOHNSON,KS,67855,,2237,20,187,99187,,
17095,17,095,STEVENS,COUNTY,HUGOTON,KS,67951,,5646,20,189,99189,,
17096,17,096,SUMNER,COUNTY,WELLINGTON,KS,67152,,23860,20,191,99191,,
17097,17,097,THOMAS,COUNTY,COLBY,KS,67701,,7943,20,193,99193,,
17098,17,098,TREGO,COUNTY,WAKEENEY,KS,67672,,2981,20,195,99195,,
17099,17,099,WABAUNSEE,COUNTY,ALMA,KS,66401,,7047,20,197,99197,,
17100,17,100,WALLACE,COUNTY,SHARON SPRINGS,KS,67758,,1526,20,199,99199,,
17101,17,101,WASHINGTON,COUNTY,WASHINGTON,KS,66968,,5859,20,201,99201,,
17102,17,102,WICHITA,COUNTY,Leoti,KS,67861,,2261,20,203,99203,,
17103,17,103,WILSON,COUNTY,FREDONIA,KS,66736,,9240,20,205,99205,,
17104,17,104,WOODSON,COUNTY,YATES CENTER,KS,66783,,3305,20,207,99207,,
17105,17,105,WYANDOTTE,CONS CITY-COUNTY,KANSAS CITY,KS,66101,,157990,20,209,36000,,
18001,18,001,ADAIR,COUNTY,COLUMBIA,KY,42728,,18722,21,001,99001,,
18002,18,002,ALLEN,COUNTY,Scottville,KY,42164,,20191,21,003,99003,,
18003,18,003,ANDERSON,COUNTY,Lawrenceburg,KY,40342,,21578,21,005,99005,,
18004,18,004,BALLARD,COUNTY,WICKLIFFE,KY,42087,,8289,21,007,99007,,
18005,18,005,BARREN,COUNTY,GLASGOW,KY,42141,,42444,21,009,99009,,
18006,18,006,BATH,COUNTY,OWINGSVILLE,KY,40360,,11725,21,011,99011,,
18007,18,007,BELL,COUNTY,Pineville,KY,40977,,28635,21,013,99013,,
18008,18,008,BOONE,COUNTY,BURLINGTON,KY,41005,,121635,21,015,99015,,
18009,18,009,BOURBON,COUNTY,PARIS,KY,40361,,19988,21,017,99017,,
18010,18,010,BOYD,COUNTY,CATLETTSBURG,KY,41129,,49440,21,019,99019,,
18011,18,011,BOYLE,COUNTY,DANVILLE,KY,40422,,28679,21,021,99021,,
18012,18,012,BRACKEN,COUNTY,BROOKSVILLE,KY,41004,,8501,21,023,99023,,
18013,18,013,BREATHITT,COUNTY,JACKSON,KY,41339,,13840,21,025,99025,,
18014,18,014,BRECKINRIDGE,COUNTY,HARDINSBURG,KY,40143,,20172,21,027,99027,,
18015,18,015,BULLITT,COUNTY,SHEPHERDSVILLE,KY,40165,,75289,21,029,99029,,
18016,18,016,BUTLER,COUNTY,Morgantown,KY,42261,,12761,21,031,99031,,
18017,18,017,CALDWELL,COUNTY,PRINCETON,KY,42445,,12992,21,033,99033,,
18018,18,018,CALLOWAY,COUNTY,MURRAY,KY,42071,,37482,21,035,99035,,
18019,18,019,CAMPBELL,COUNTY,NEWPORT,KY,41072,,90946,21,037,99037,,
18020,18,020,CARLISLE,COUNTY,BARDWELL,KY,42023,,5056,21,039,99039,,
18021,18,021,CARROLL,COUNTY,CARROLLTON,KY,41008,,10973,21,041,99041,,
18022,18,022,CARTER,COUNTY,Grayson,KY,41143,,27393,21,043,99043,,
18023,18,023,CASEY,COUNTY,LIBERTY,KY,42539,,15980,21,045,99045,,
18024,18,024,CHRISTIAN,COUNTY,HOPKINSVILLE,KY,42240,,73561,21,047,99047,,
18025,18,025,CLARK,COUNTY,WINCHESTER,KY,40391,,35473,21,049,99049,,
18026,18,026,CLAY,COUNTY,MANCHESTER,KY,40962,,21616,21,051,99051,,
18027,18,027,CLINTON,COUNTY,ALBANY,KY,42602,,10159,21,053,99053,,
18028,18,028,CRITTENDEN,COUNTY,MARION,KY,42064,,9279,21,055,99055,,
18029,18,029,CUMBERLAND,COUNTY,Burkesville,KY,42717,,6857,21,057,99057,,
18030,18,030,DAVIESS,COUNTY,OWENSBORO,KY,42302,,97215,21,059,99059,,
18031,18,031,EDMONSON,COUNTY,BROWNSVILLE,KY,42210,,12263,21,061,99061,,
18032,18,032,ELLIOTT,COUNTY,Sandy Hook,KY,41171,,7919,21,063,99063,,
18033,18,033,ESTILL,COUNTY,IRVINE,KY,40336,,14649,21,065,99065,,
18034,18,034,FAYETTE,CENSUS COUNTY,LEXINGTON,KY,40507,,301313,21,067,46027,,
18035,18,035,FLEMING,COUNTY,FLEMINGSBURG,KY,41041,,14478,21,069,99069,,
18036,18,036,FLOYD,COUNTY,Prestonsburg,KY,41653,,39807,21,071,99071,,
18037,18,037,FRANKLIN,COUNTY,FRANKFORT,KY,40601,,49301,21,073,99073,,
18038,18,038,FULTON,COUNTY,HICKMAN,KY,42050,,6719,21,075,99075,,
18039,18,039,GALLATIN,COUNTY,Warsaw,KY,41095,,8550,21,077,99077,,
18040,18,040,GARRARD,COUNTY,LANCASTER,KY,40444,,16813,21,079,99079,,
